,Unnamed: 0,상품명,가격,상품번호,상품상태,브랜드,원산지,세부제품특징,사용부위,사용시간,제품형태,용량,용기형태,피부타입,주요제품특징,모델명,제조사,혜택조건,세트수량,반품안심케어 가입 안내,이벤트,제조일자,유효일자,기타,사은품,PA지수,자외선차단지수,성분,종류,세트구성,매수,구분,url
0,0,[스킨푸드][당근2종키트증정] 캐롯 카로틴 카밍 워터 패드 30매 135g_당근패드,"13,000",7263586848,신상품,스킨푸드,대한민국,"피부진정, 피부결정돈, 상쾌함",페이스용,"낮, 밤",스크럽형,250ml(g),캡형,모든피부용,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/7263586848
1,0,[스킨푸드][당근2종키트증정] 캐롯 카로틴 카밍 워터 패드 60매_당근패드,"26,000",5036447034,신상품,스킨푸드,대한민국,"피부진정, 피부결정돈, 상쾌함",페이스용,"낮, 밤",스크럽형,250ml(g),캡형,모든피부용,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/5036447034
2,0,[스킨푸드][미나리2종키트증정] 판토테닉 워터 파슬리 패드 30매 135g_미나리패드,"13,000",7263590874,신상품,스킨푸드(33493),대한민국,"각질케어, 흡수력",페이스용,,,,,,촉촉함(수분공급),72311,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/7263590874
3,0,[1+1]바버 멀티 비타민 앰플 (2mlx7병)- 바버공식수입사,"60,000",6400365010,신상품,BABOR,독일산((주)이넬화장품),"저자극, 피부강화, 각질케어, 피부탄력, 영양공급",페이스용,"낮, 밤",액상형,14ml(g),원터치형,모든피부용,"촉촉함(수분공급), 흡수력",바버 멀티 비타민 앰플,Dr.BABOR GmbH&Co.KG,네이버단독,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/6400365010
4,0,데저트에센스 100% 냉압착 비정제 퓨어 호호바오일 118ml,"27,700",2363490746,신상품,데저트에센스,미국산(컨트리 라이프 엘엘씨.),"저자극, 피부보호",페이스용,,오일형,,,,"촉촉함(수분공급), 흡수력",퓨어 호호바 오일 118ml,컨트리라이프엘엘씨,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019382/products/2363490746
5,0,58%+2종 증정 / 달바 프리미엄 비건 3종 세트 / 비건 미스트 세럼 120ml+더블 세럼 30ml+더블 크림 70g,"192,000",6771814380,신상품,달바,국산,"각질케어, 상쾌함, 흡수력, 피부탄력, 피부결정돈",,,,,,모든피부용,"촉촉함(수분공급), 저자극",,,,3종세트,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/6771814380
6,0,치노시오야 내추럴 포어 클렌징오일,"32,900",2303064285,신상품,치노시오야,일본산(주식회사 비엔비코),"블랙헤드케어, 모공케어, 각질케어, 노폐물 제거, 화이트헤드케어",페이스용,,,150ml,,모든피부용,"저자극, 세정력",,치노시오,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100032918/products/2303064285
7,0,1+1+추가10% / 달바 대용량 프리미엄 비건 미스트 세럼 120ml / 화이트 트러플 시그니처 향 아로마틱 / 프리미엄 고기능성 케어,"84,000",5945562605,신상품,달바(자체제작 상품),국산,피부탄력,페이스용,낮,,,,,촉촉함(수분공급),,비앤비코리아,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/5945562605
8,0,벤튼 구아바 70 스킨 토너 패드 팩 (70매) 진정 수부지 비건 피부결,"36,000",7243224860,신상품,,국산,"피부결정돈, 피부진정, 흡수력, 모공케어",페이스용,"낮, 밤",시트형,,원터치형,"모든피부용, 건성, 민감성","촉촉함(수분공급), 저자극",,,,,반품안심케어에 가입된 상품입니다. 반품/교환 시 무료교환/무료반품 제공,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009763/products/7243224860
9,0,얼라이브랩 센텔라 드레싱 파우더 / 시카 파우더 8ml,"10,000",1001438041,신상품,얼라이브랩,국산,"저자극, 부드러운 발림, 피부진정, 피지조절","페이스용, 스팟","밤, 낮",,,,,트러블케어,,별도 표기,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000012777/products/1001438041
10,0,[스킨푸드][미나리2종키트증정] 판토테닉 워터 파슬리 패드 60매_미나리 패드,"26,000",6341865999,신상품,스킨푸드(33493),대한민국,"각질케어, 흡수력",페이스용,,,,,,촉촉함(수분공급),72311,아이피어리스,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/6341865999
11,0,라비앙 줄기세포 배양액 99.6% 앰플  1+1,"576,000",7239596884,신상품,,국산,,,,,,,,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/101672368/products/7239596884
12,0,[선물대첩]에센허브 티트리 100% 오일 10ml,"38,000",4312275658,신상품,,국산,,"페이스용, 스팟",,오일형,10ml(g),,"지복합, 지성, 모든피부용",트러블케어,,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000014372/products/4312275658
13,0,JM솔루션 청광 마린 진주 딥 모이스처 마스크팩 펄 30ml 1매,"2,000",5860221001,신상품,제이엠솔루션,국산,"피부탄력, 피부결정돈, 밀착력, 저자극, 영양공급",페이스용,,시트형,30ml(g),,모든피부용,"촉촉함(수분공급), 피부진정",청광 마린 진주 딥 모이스처 마스크 펄 30ml,제이오알알앤디,초특가,,,"👉소식알림 2,000원 👉중복할인 10%",,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100373046/products/5860221001
14,0,[스킨푸드][당근비누20g증정] 블랙슈가 마스크 워시 오프 100g,"10,000",3136901344,신상품,,대한민국,"각질케어, 피지케어, 피부결정돈, 노폐물 제거",,,스크럽형,100ml(g),,모든피부용,"촉촉함(수분공급), 피부진정, 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/3136901344
15,0,[우린 Pick!] 더마토리 프로 히알샷 물광앰플 대용량 45ml  [증정] 프로 앰플 마스크 단품 2매(랜덤),"35,000",6180020868,신상품,더마토리,대한민국,,,,,,,,"촉촉함(수분공급), 흡수력",,코스맥스㈜,,,,,2022.06.30.,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100087256/products/6180020868
16,0,비플레인 녹두 모공 클레이팩 120ml (추가구성-녹두폼20ml),"24,000",6826979864,신상품,비플레인,국산,"각질케어, 피지케어, 피부결정돈, 노폐물 제거, 모공케어",,,밤형,120ml,,모든피부용,"촉촉함(수분공급), 피부진정, 저자극",,한국콜마,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6826979864
17,0,[1+1] 바버 뉴 러브 앰플 (2mlx7병)+2병,"70,000",1003701254,신상품,BABOR,독일산(Dr.BABOR GmbH&Co.KG),"주름케어, 피부탄력, 영양공급, 화이트닝, 안티에이징",페이스용,"낮, 밤",액상형,14ml(g),,모든피부용,촉촉함(수분공급),,BABOR,초특가,,,,2022.09.30.,2025.09.30.,리미티드에디션,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/1003701254
18,0,시드물 녹차 필링젤/코엔자임 Q10 필링젤,"4,800",1002853405,신상품,시드물,국산,"피지케어, 블랙헤드케어",,,,,,,각질케어,,,,,,,,,,시드물 구매금액별 사은품,,,,,,,,https://shopping.naver.com/beauty/stores/1000019876/products/1002853405
19,0,비플레인 녹두 모공 클레이팩 더블세트 (추가구성-녹두폼40ml+오일20ml),"48,000",6827066286,신상품,비플레인,국산,"피지케어, 각질케어, 피부결정돈, 노폐물 제거, 모공케어",,,밤형,120ml(g),,,"피부진정, 저자극, 촉촉함(수분공급)",,한국콜마,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6827066286
20,0,[스킨푸드][미나리2종키트증정] 판토테닉 워터 파슬리 패드 60매_미나리 패드,"26,000",6341865999,신상품,스킨푸드(33493),대한민국,"각질케어, 흡수력",페이스용,,,,,,촉촉함(수분공급),72311,아이피어리스,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/6341865999
21,0,라비앙 줄기세포 배양액 99.6% 앰플  1+1,"576,000",7239596884,신상품,,국산,,,,,,,,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/101672368/products/7239596884
22,0,[선물대첩]에센허브 티트리 100% 오일 10ml,"38,000",4312275658,신상품,,국산,,"페이스용, 스팟",,오일형,10ml(g),,"지복합, 지성, 모든피부용",트러블케어,,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000014372/products/4312275658
23,0,JM솔루션 청광 마린 진주 딥 모이스처 마스크팩 펄 30ml 1매,"2,000",5860221001,신상품,제이엠솔루션,국산,"피부탄력, 피부결정돈, 밀착력, 저자극, 영양공급",페이스용,,시트형,30ml(g),,모든피부용,"촉촉함(수분공급), 피부진정",청광 마린 진주 딥 모이스처 마스크 펄 30ml,제이오알알앤디,초특가,,,"👉소식알림 2,000원 👉중복할인 10%",,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100373046/products/5860221001
24,0,[스킨푸드][당근비누20g증정] 블랙슈가 마스크 워시 오프 100g,"10,000",3136901344,신상품,,대한민국,"각질케어, 피지케어, 피부결정돈, 노폐물 제거",,,스크럽형,100ml(g),,모든피부용,"촉촉함(수분공급), 피부진정, 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/3136901344
25,0,[우린 Pick!] 더마토리 프로 히알샷 물광앰플 대용량 45ml  [증정] 프로 앰플 마스크 단품 2매(랜덤),"35,000",6180020868,신상품,더마토리,대한민국,,,,,,,,"촉촉함(수분공급), 흡수력",,코스맥스㈜,,,,,2022.06.30.,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100087256/products/6180020868
26,0,비플레인 녹두 모공 클레이팩 120ml (추가구성-녹두폼20ml),"24,000",6826979864,신상품,비플레인,국산,"각질케어, 피지케어, 피부결정돈, 노폐물 제거, 모공케어",,,밤형,120ml,,모든피부용,"촉촉함(수분공급), 피부진정, 저자극",,한국콜마,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6826979864
27,0,[1+1] 바버 뉴 러브 앰플 (2mlx7병)+2병,"70,000",1003701254,신상품,BABOR,독일산(Dr.BABOR GmbH&Co.KG),"주름케어, 피부탄력, 영양공급, 화이트닝, 안티에이징",페이스용,"낮, 밤",액상형,14ml(g),,모든피부용,촉촉함(수분공급),,BABOR,초특가,,,,2022.09.30.,2025.09.30.,리미티드에디션,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/1003701254
28,0,시드물 녹차 필링젤/코엔자임 Q10 필링젤,"4,800",1002853405,신상품,시드물,국산,"피지케어, 블랙헤드케어",,,,,,,각질케어,,,,,,,,,,시드물 구매금액별 사은품,,,,,,,,https://shopping.naver.com/beauty/stores/1000019876/products/1002853405
29,0,비플레인 녹두 모공 클레이팩 더블세트 (추가구성-녹두폼40ml+오일20ml),"48,000",6827066286,신상품,비플레인,국산,"피지케어, 각질케어, 피부결정돈, 노폐물 제거, 모공케어",,,밤형,120ml(g),,,"피부진정, 저자극, 촉촉함(수분공급)",,한국콜마,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6827066286
30,0,코스알엑스 더 레티놀 0.1크림 20ml,"25,000",7024625249,신상품,코스알엑스,국산,"흡수력, 피부탄력, 주름케어, 안티에이징, 영양공급",페이스용,밤,크림형,20ml(g),튜브형,모든피부용,"촉촉함(수분공급), 부드러운 발림, 저자극",더 레티놀 0.1 크림 20ml,아모레퍼시픽,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009871/products/7024625249
31,0,1+1 / 달바 비건 에센스 선크림 50ml / 촉촉한 수분 은광 보습 워터풀 메이크업 프라이머,"68,000",2702791947,신상품,달바,국산,"저자극, 흡수력, 알콜 프리, 오일 프리",페이스용,,,50ml(g),,모든피부용,"촉촉함(수분공급), 부드러운 발림, 백탁현상방지",,한국콜마,,,,,,,,,PA++++,50SPF,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/2702791947
32,0,"[라로슈포제] NEW 시카플라스트 밤 B5+ 100ml 세트 X 2개(증정: 파우치,시카밤3ml,에빠끌라 폼15ml,똘러리앙 폼15ml,에빠끌라 토너50ml,쇼핑백)","76,000",7273068650,신상품,라로슈포제,프랑스산(엘오케이(유)),"피부보호, 피부진정",페이스용,"낮, 밤",크림형,,,,"촉촉함(수분공급), 저자극, 부드러운 발림",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000020063/products/7273068650
33,0,1+1 / 달바 비건 톤업 선크림 50ml / 혼합자차 핑크빛 물광 윤광 / 베이스 프리 데일리 필수템,"68,000",5750426972,신상품,달바,국산,"피부톤보정, 저자극",,,,,,모든피부용,부드러운 발림,,한국콜마,,,,,,,,,PA++++,50,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/5750426972
34,0,바버 2022 홀리데이 캘린더 (2mlx24병),"150,000",5196896743,신상품,BABOR,독일산(Dr.BABOR GmbH&Co.KG),"피부강화, 영양공급, 안티에이징, 부드러운 발림, 피부탄력",페이스용,"낮, 밤",액상형,,,,"촉촉함(수분공급), 흡수력",AMPOULE CONCENTRATES FP,Dr.BABOR GmbH&Co.KG,,,,,2022.09.30.,2025.09.30.,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/5196896743
35,0,마녀공장 퓨어 클렌징 오일 200ml+(증정)아워비건 어성초 시카 크림 10ml,"29,000",1001230107,신상품,마녀공장,국산,"피지케어, 블랙헤드케어, 모공케어, 노폐물 제거, 초미세먼지세정",페이스용,,액상형,200ml(g),,모든피부용,"저자극, 세정력, 촉촉함(수분공급)",퓨어 클렌징 오일 200ml,(주)클라젠,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009578/products/1001230107
36,0,안나홀츠 천연 순면 시트 녹차 알로에 마스크팩 1일1팩 에센스 듬뿍,900,2523041919,신상품,안나홀츠,국산(인천광역시 남동구),"밀착력, 피부탄력, 저자극, 영양공급, 각질케어",페이스용,,시트형,25ml(g),,모든피부용,"촉촉함(수분공급), 트러블케어, 피부진정",천연 순면 에센스 젤 마스크 팩 25ml,안나홀츠,네이버단독,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100129361/products/2523041919
37,0,최대 52% / 달바 옐로우 오리지널 미스트 세럼 100mlX2병 / 수분 광채 승무원 이중 보습 스프레이 / 스테디셀러,"59,800",2029835018,신상품,달바,국산,"피부탄력, 흡수력",페이스용,"낮, 밤",,,스프레이형,모든피부용,"촉촉함(수분공급), 분사력",DB007,비앤비코리아,초특가,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/2029835018
38,0,[스킨푸드] 캐롯 카로틴 카밍 워터 패드 60매X2_당근패드 (당근2종키트+케이스증정),"52,000",7709439093,신상품,스킨푸드,대한민국,"피부진정, 피부결정돈, 상쾌함",페이스용,"낮, 밤",스크럽형,250ml(g),캡형,모든피부용,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/7709439093
39,0,라곰 셀러스 선 젤 플러스 40ml,"22,000",2036487818,신상품,라곰,국산,"저자극, 밀착력, 지속력, 메이크업베이스 겸용, 어린이겸용",페이스용,,,50ml(g),,"모든피부용, 민감성","촉촉함(수분공급), 부드러운 발림, 백탁현상방지",,(주)나우코스,,,,,,,,,PA++++,50g,,,,,,https://shopping.naver.com/beauty/stores/100001436/products/2036487818
40,0,코스알엑스 더 레티놀 0.1크림 20ml,"25,000",7024625249,신상품,코스알엑스,국산,"흡수력, 피부탄력, 주름케어, 안티에이징, 영양공급",페이스용,밤,크림형,20ml(g),튜브형,모든피부용,"촉촉함(수분공급), 부드러운 발림, 저자극",더 레티놀 0.1 크림 20ml,아모레퍼시픽,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009871/products/7024625249
41,0,1+1 / 달바 비건 에센스 선크림 50ml / 촉촉한 수분 은광 보습 워터풀 메이크업 프라이머,"68,000",2702791947,신상품,달바,국산,"저자극, 흡수력, 알콜 프리, 오일 프리",페이스용,,,50ml(g),,모든피부용,"촉촉함(수분공급), 부드러운 발림, 백탁현상방지",,한국콜마,,,,,,,,,PA++++,50SPF,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/2702791947
42,0,"[라로슈포제] NEW 시카플라스트 밤 B5+ 100ml 세트 X 2개(증정: 파우치,시카밤3ml,에빠끌라 폼15ml,똘러리앙 폼15ml,에빠끌라 토너50ml,쇼핑백)","76,000",7273068650,신상품,라로슈포제,프랑스산(엘오케이(유)),"피부보호, 피부진정",페이스용,"낮, 밤",크림형,,,,"촉촉함(수분공급), 저자극, 부드러운 발림",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000020063/products/7273068650
43,0,1+1 / 달바 비건 톤업 선크림 50ml / 혼합자차 핑크빛 물광 윤광 / 베이스 프리 데일리 필수템,"68,000",5750426972,신상품,달바,국산,"피부톤보정, 저자극",,,,,,모든피부용,부드러운 발림,,한국콜마,,,,,,,,,PA++++,50,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/5750426972
44,0,바버 2022 홀리데이 캘린더 (2mlx24병),"150,000",5196896743,신상품,BABOR,독일산(Dr.BABOR GmbH&Co.KG),"피부강화, 영양공급, 안티에이징, 부드러운 발림, 피부탄력",페이스용,"낮, 밤",액상형,,,,"촉촉함(수분공급), 흡수력",AMPOULE CONCENTRATES FP,Dr.BABOR GmbH&Co.KG,,,,,2022.09.30.,2025.09.30.,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/5196896743
45,0,마녀공장 퓨어 클렌징 오일 200ml+(증정)아워비건 어성초 시카 크림 10ml,"29,000",1001230107,신상품,마녀공장,국산,"피지케어, 블랙헤드케어, 모공케어, 노폐물 제거, 초미세먼지세정",페이스용,,액상형,200ml(g),,모든피부용,"저자극, 세정력, 촉촉함(수분공급)",퓨어 클렌징 오일 200ml,(주)클라젠,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009578/products/1001230107
46,0,안나홀츠 천연 순면 시트 녹차 알로에 마스크팩 1일1팩 에센스 듬뿍,900,2523041919,신상품,안나홀츠,국산(인천광역시 남동구),"밀착력, 피부탄력, 저자극, 영양공급, 각질케어",페이스용,,시트형,25ml(g),,모든피부용,"촉촉함(수분공급), 트러블케어, 피부진정",천연 순면 에센스 젤 마스크 팩 25ml,안나홀츠,네이버단독,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100129361/products/2523041919
47,0,최대 52% / 달바 옐로우 오리지널 미스트 세럼 100mlX2병 / 수분 광채 승무원 이중 보습 스프레이 / 스테디셀러,"59,800",2029835018,신상품,달바,국산,"피부탄력, 흡수력",페이스용,"낮, 밤",,,스프레이형,모든피부용,"촉촉함(수분공급), 분사력",DB007,비앤비코리아,초특가,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100002853/products/2029835018
48,0,[스킨푸드] 캐롯 카로틴 카밍 워터 패드 60매X2_당근패드 (당근2종키트+케이스증정),"52,000",7709439093,신상품,스킨푸드,대한민국,"피부진정, 피부결정돈, 상쾌함",페이스용,"낮, 밤",스크럽형,250ml(g),캡형,모든피부용,"촉촉함(수분공급), 저자극",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009464/products/7709439093
49,0,라곰 셀러스 선 젤 플러스 40ml,"22,000",2036487818,신상품,라곰,국산,"저자극, 밀착력, 지속력, 메이크업베이스 겸용, 어린이겸용",페이스용,,,50ml(g),,"모든피부용, 민감성","촉촉함(수분공급), 부드러운 발림, 백탁현상방지",,(주)나우코스,,,,,,,,,PA++++,50g,,,,,,https://shopping.naver.com/beauty/stores/100001436/products/2036487818
50,0,"[라로슈포제] NEW 시카플라스트 밤 B5+ 100ml (증정: 시카 밤 3ml, 똘러리앙 폼 15ml, 에빠끌라 토너 50ml)","38,000",7272934597,신상품,라로슈포제,프랑스산(엘오케이(유)),"피부보호, 피부진정",페이스용,"낮, 밤",크림형,,,,"촉촉함(수분공급), 저자극, 부드러운 발림",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000020063/products/7272934597
51,0,비플레인 녹두 모공 클레이팩&클렌징오일 2종세트,"53,000",6827401670,신상품,비플레인,국산,"각질케어, 피지케어, 모공케어, 피부결정돈, 유수분밸런스조절",,,,,,모든피부용,"촉촉함(수분공급), 트러블케어, 저자극",,한국콜마,네이버단독,2종세트,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6827401670
52,0,마티나겝하르트 아보카도 아이크림 15ml,"35,000",3232273864,신상품,마티나겝하르트,독일산(그레이스클럽),"피부탄력, 저자극, 유수분밸런스조절, 집중케어",,"낮, 밤",,15ml,,모든피부용,"촉촉함(수분공급), 부드러운 발림, 주름케어",아보카도 아이크림 15ml,마티나겝하르트,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100222414/products/3232273864
53,0,[1+1]독일 바버 엔자임 효소 클렌저 75g(공식수입사),"100,000",1003484903,신상품,BABOR,독일산((주)이넬화장품),"약산성, 블랙헤드케어, 각질케어, 피지케어, 노폐물 제거",페이스용,,,75g,,모든피부용,"저자극, 세정력, 촉촉함(수분공급)",BABOR CLEANSING CP Enzyme Cleanser,,초특가,,,,2022.03.31.,2025.03.31.,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/1003484903
54,0,[미니어처 2종] 셀퓨전씨 레이저 썬스크린 50ml,"42,000",4661259512,신상품,셀퓨전씨,국산,"피부톤보정, 저자극",,,,50ml(g),튜브형,모든피부용,"촉촉함(수분공급), 부드러운 발림",,㈜한국콜마,,,,,,,,,PA+++,50,,,,,,https://shopping.naver.com/beauty/stores/100507422/products/4661259512
55,0,코스알엑스 더 비타민 씨 23 세럼 20g,"23,000",6646689931,신상품,코스알엑스,국산,"화이트닝, 주름케어, 피부탄력, 피부투명, 안티에이징",페이스용,"낮, 밤",액상형,,,,"흡수력, 촉촉함(수분공급)",더 비타민씨 23 세럼,(주)아모레퍼시픽,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009871/products/6646689931
56,0,[닥터지] 레드 블레미쉬 클리어 수딩 크림 50ml 듀오 기프트 세트,"62,000",5536287767,신상품,닥터지,국산,"유수분밸런스조절, 흡수력, 영양공급, 피부진정",페이스용,"낮, 밤",,100ml,,"민감성, 모든피부용","촉촉함(수분공급), 저자극, 부드러운 발림",,코스맥스㈜,증정,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009786/products/5536287767
57,0,믹순 콩 에센스 50ml (12/8~12/19 네이버 홀리데이 선물대첩),"35,000",5612354692,신상품,믹순(자체제작 상품),국산,"저자극, 부드러운 발림, 영양공급, 모공케어, 각질케어",페이스용,"낮, 밤",액상형,50ml(g),,모든피부용,"촉촉함(수분공급), 흡수력",믹순 콩 에센스 50ml,아이톡시코스메틱,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100864996/products/5612354692
58,0,미셀라 솔루션 클렌징 워터 500ml,"9,900",1001705804,신상품,바이빠세,스페인산(DOBER IMPORT-EXPORT S.L.),"노폐물 제거, 모공케어, 트러블케어, 각질케어, 피지케어","페이스용, 아이용",,액상형,,뚜껑형,"모든피부용, 민감성","세정력, 촉촉함(수분공급), 저자극",byp005,바이빠세,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000014407/products/1001705804
59,0,얼라이브랩 센텔라 드레싱 파우더 벌크업 / 시카 파우더 12ml,"15,000",5702532827,신상품,얼라이브랩,국산,"저자극, 부드러운 발림, 피부강화, 피지조절, 피부진정","페이스용, 스팟","밤, 낮",,,,,트러블케어,,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000012777/products/5702532827
60,0,"[라로슈포제] NEW 시카플라스트 밤 B5+ 100ml (증정: 시카 밤 3ml, 똘러리앙 폼 15ml, 에빠끌라 토너 50ml)","38,000",7272934597,신상품,라로슈포제,프랑스산(엘오케이(유)),"피부보호, 피부진정",페이스용,"낮, 밤",크림형,,,,"촉촉함(수분공급), 저자극, 부드러운 발림",,,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000020063/products/7272934597
61,0,비플레인 녹두 모공 클레이팩&클렌징오일 2종세트,"53,000",6827401670,신상품,비플레인,국산,"각질케어, 피지케어, 모공케어, 피부결정돈, 유수분밸런스조절",,,,,,모든피부용,"촉촉함(수분공급), 트러블케어, 저자극",,한국콜마,네이버단독,2종세트,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100571074/products/6827401670
62,0,마티나겝하르트 아보카도 아이크림 15ml,"35,000",3232273864,신상품,마티나겝하르트,독일산(그레이스클럽),"피부탄력, 저자극, 유수분밸런스조절, 집중케어",,"낮, 밤",,15ml,,모든피부용,"촉촉함(수분공급), 부드러운 발림, 주름케어",아보카도 아이크림 15ml,마티나겝하르트,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100222414/products/3232273864
63,0,[1+1]독일 바버 엔자임 효소 클렌저 75g(공식수입사),"100,000",1003484903,신상품,BABOR,독일산((주)이넬화장품),"약산성, 블랙헤드케어, 각질케어, 피지케어, 노폐물 제거",페이스용,,,75g,,모든피부용,"저자극, 세정력, 촉촉함(수분공급)",BABOR CLEANSING CP Enzyme Cleanser,,초특가,,,,2022.03.31.,2025.03.31.,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000019604/products/1003484903
64,0,[미니어처 2종] 셀퓨전씨 레이저 썬스크린 50ml,"42,000",4661259512,신상품,셀퓨전씨,국산,"피부톤보정, 저자극",,,,50ml(g),튜브형,모든피부용,"촉촉함(수분공급), 부드러운 발림",,㈜한국콜마,,,,,,,,,PA+++,50,,,,,,https://shopping.naver.com/beauty/stores/100507422/products/4661259512
65,0,코스알엑스 더 비타민 씨 23 세럼 20g,"23,000",6646689931,신상품,코스알엑스,국산,"화이트닝, 주름케어, 피부탄력, 피부투명, 안티에이징",페이스용,"낮, 밤",액상형,,,,"흡수력, 촉촉함(수분공급)",더 비타민씨 23 세럼,(주)아모레퍼시픽,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009871/products/6646689931
66,0,[닥터지] 레드 블레미쉬 클리어 수딩 크림 50ml 듀오 기프트 세트,"62,000",5536287767,신상품,닥터지,국산,"유수분밸런스조절, 흡수력, 영양공급, 피부진정",페이스용,"낮, 밤",,100ml,,"민감성, 모든피부용","촉촉함(수분공급), 저자극, 부드러운 발림",,코스맥스㈜,증정,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000009786/products/5536287767
67,0,믹순 콩 에센스 50ml (12/8~12/19 네이버 홀리데이 선물대첩),"35,000",5612354692,신상품,믹순(자체제작 상품),국산,"저자극, 부드러운 발림, 영양공급, 모공케어, 각질케어",페이스용,"낮, 밤",액상형,50ml(g),,모든피부용,"촉촉함(수분공급), 흡수력",믹순 콩 에센스 50ml,아이톡시코스메틱,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/100864996/products/5612354692
68,0,미셀라 솔루션 클렌징 워터 500ml,"9,900",1001705804,신상품,바이빠세,스페인산(DOBER IMPORT-EXPORT S.L.),"노폐물 제거, 모공케어, 트러블케어, 각질케어, 피지케어","페이스용, 아이용",,액상형,,뚜껑형,"모든피부용, 민감성","세정력, 촉촉함(수분공급), 저자극",byp005,바이빠세,,,,,,,,,,,,,,,,https://shopping.naver.com/beauty/stores/1000014407/products/1001705804
